"hhid","id","ZONE","REGNAME","plotno","AEZ","fs","SOC","SOC2","ph","ph2","RootDepth","elevation","yld","crop_qty_harv","lab_val1","lab_val2","lab_val3","lab_val4","implmt_valu","lvstk_valu","fung","herb","insec","manure","mech","N","irrig","area","area_tot","dist_hh","crop_count","rural","lat","lon","YW","phdum","phdum2","crop_count2","logyld","yesN","noN","logN","lab","loglab","logarea","asset","logasset","logNsq","loglabsq","logassetsq","logNlab","logNasset","loglabasset","DISCODE","Pm","Pn","Pnm","Pns","relprice"
"101031075",31,2,"WESTERN REGION",2,"Tropic - warm / humid","Humid lowland tree crop",5.1014804987679,7.40457440812347,55.2228665958508,54.3625733203672,67.9761263885926,234.919998168945,123.549996306877,100,14,109,78,34,22,0,0,0,0,0,0,0,0,0.809388935565948,2.0234722495079,"2",5,"Urban",6.43529033660889,-2.32009267807007,11.1068266666667,"2",0,0,4.81664590254289,0,1,0,290.342491321161,5.67106123069896,-0.211475716554799,10.8724001554013,2.4742163916691,0,32.1609354823368,6.12174675280407,0,0,14.0314326551545,11,0.214915639435785,4,5.33333333333333,1,4.65298850574713
"102037001",33,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",4.64426363189542,7.82084168005,56.8460376809627,56.43334814416,51.4121666253358,26.5599994659424,411.833351350964,250,34,53,15,67,6,0,0,0,0,0,0,0,1,0.607041656970978,0.607041656970978,"0.025",2,"Rural",5.28248500823975,-1.02403271198273,8.4106628649635,"2",1,0,6.02061878051037,0,1,0,278.399345513252,5.62905657757119,-0.499157862648119,9.88400043242313,2.38729386065117,0,31.6862779534975,5.69917197710275,0,0,13.4382122088938,2,0.440001294121453,7.33333333333333,8.33333333333333,3.46666666666667,7.87876470588235
"102037005",34,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",4.50749409286749,7.11339479591903,58.7800280879153,57.6599078946839,71.0654806296087,42.6599998474121,610.424905859625,1000,56,104,63,69,17,120,0,0,0,1,1,0,1,1.63820314407349,2.45730471611023,"1KM",1,"Rural",5.30973100662231,-0.985354781150818,8.4106628649635,"2",1,1,6.41415528166017,0,1,0,178.244072511011,5.18315380494631,0.493599997321968,55.7521414018458,4.03869338960283,0,26.8650833657295,16.3110442952216,0,0,20.9331690093315,2,0.440001294121453,7.33333333333333,8.33333333333333,3.46666666666667,7.87876470588235
"102037010",35,3,"CENTRAL REGION",2,"Tropic - warm / subhumid","Humid lowland tree crop",4.51557354774407,7.43676205315319,57.938241164479,58.2076685142499,68.0604834994462,33.7700004577637,3706.49988920631,1500,25,72,43,52,31,120,0,0,0,0,0,0,0,0.404694467782974,1.21408340334892,"3.2",5,"Rural",5.25908088684082,-1.00640606880188,8.4106628649635,"2",1,0,8.21784328420505,0,1,0,474.431985818407,6.16211826914253,-0.904622897114744,124.373662948923,4.83129858180986,0,37.9717015629001,23.341445986598,0,0,29.7710332546529,2,0.440001294121453,7.33333333333333,8.33333333333333,3.46666666666667,7.87876470588235
"102037010",36,3,"CENTRAL REGION",3,"Tropic - warm / subhumid","Humid lowland tree crop",4.51557354774407,7.43676205315319,57.938241164479,58.2076685142499,68.0604834994462,33.7700004577637,1853.24994460315,750,26,73,44,53,31,120,0,0,0,0,0,0,0,0.404694467782974,1.21408340334892,"0.8",3,"Rural",5.25908088684082,-1.00640606880188,8.4106628649635,"2",1,0,7.5246961036451,0,1,0,484.315985522958,6.18273755634526,-0.904622897114744,124.373662948923,4.83129858180986,0,38.2262436906422,23.341445986598,0,0,29.8706511876734,2,0.440001294121453,7.33333333333333,8.33333333333333,3.46666666666667,7.87876470588235
"102037021",37,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",4.55201356832108,7.49533388678583,56.4465745952186,56.6708439628772,69.2837559183372,31.8400001525879,823.666702701928,500,55,99,48,53,24,0,0,0,0,0,0,2.47100010810578,1,0.607041656970978,0.607041656970978,"1.5MILE",1,"Rural",5.28102445602417,-1.01205706596375,8.4106628649635,"2",1,1,6.71376596107031,1,0,0.904622970756283,420.070018377983,6.04042140780655,-0.499157862648119,39.5360017296925,3.70219051084414,0.818342719219923,36.4866907838876,13.7062145785844,5.46430395854981,3.34908657822554,22.3627908174812,2,0.275000808825908,8,8.33333333333333,4.29853333333333,15.6309843294118
"102037030",38,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",4.97586288400764,7.62370552091837,57.1135298319826,56.24741070947,87.731053293094,27.0400009155273,1220.84981171925,1500,55,112,72,74,34,0,0,0,0,0,0,0.915637358789438,1,1.22865235805511,1.63820314407349,"3.2KM",4,"Rural",5.2819242477417,-0.966371536254883,8.4106628649635,"2",1,0,7.10730246222011,1,0,-0.0881348892138039,254.750660712084,5.54028526566997,0.205917924870187,20.7544467992273,3.07981818717671,0.00776775869672948,30.6947608249997,9.48528006606446,-0.488292428102692,-0.271439434725478,17.0630713233575,2,0.440001294121453,8.95872392156863,9.9304,3.46666666666667,7.87876470588235
"102037035",39,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",4.88235783331424,7.87594697374684,55.5187736864758,55.68326329621,68.9635566286868,29.2000007629395,488.3399246877,200,22,99,49,47,3,0,0,0,0,0,0,0,1,0.409550786018372,0.409550786018372,"3.2KM",3,"Rural",5.27288007736206,-1.00317454338074,8.4106628649635,"2",1,0,6.19101173034596,0,1,0,529.848818286155,6.27259171733838,-0.892694363797922,7.3250988703155,2.11927491211016,0,39.3454068524221,4.49132615309952,0,0,13.2933462604652,2,0.220000647060727,7.33333333333333,8.33333333333333,3.46666666666667,15.7575294117647
"102037038",40,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",4.60616695192688,7.29996431980707,55.867624743984,55.7756605005441,57.5215269521515,23.9099998474121,488.3399246877,100,25,99,63,47,5,0,0,0,0,0,0,0,0,0.204775393009186,0.204775393009186,"0.5KM",2,"Rural",5.29039907455444,-1.00589442253113,8.4106628649635,"2",1,0,6.19101173034596,0,1,0,1142.71542376922,7.04116265971557,-1.58584154435787,24.416996234385,3.2354180933341,0,49.5779716005728,10.4679302386737,0,0,22.7811050673522,2,0.220000647060727,7.33333333333333,8.33333333333333,3.46666666666667,15.7575294117647
"102038008",41,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.49711869553262,8.22279667621096,56.8133473449171,55.5874865306995,45.8354720502994,61.8899993896484,406.94993723975,250,86,112,22,51,7,0,0,0,0,0,0,0,0,0.614326179027557,0.614326179027557,"0.5MILE",3,"Rural",5.32979822158813,-1.11438071727753,8.4106628649635,"2",1,0,6.008690173552,0,1,0,441.133731967889,6.08934807656946,-0.487229255689758,11.394598242713,2.51726075211094,0,37.0801599976202,6.33660169411813,0,0,15.3284769190905,31,0.220000647060727,7.33333333333333,8.33333333333333,3.46666666666667,15.7575294117647
"102038010",42,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.31180456533934,8.42472607890733,56.6708601411695,55.6024705723553,67.07849524717,63.5699996948242,203.474968619875,500,86,157,57,81,37,300,0,1,0,0,0,0,0,2.45730471611023,4.3002832531929,"0.25MILES",4,"Rural",5.31696367263794,-1.06028354167938,8.4106628649635,"2",1,0,5.31554299299206,0,1,0,155.047926088345,5.04373426969657,0.899065105430133,78.3669307713119,4.37408179247115,0,25.4392553833116,19.1325915272276,0,0,22.0617062351425,31,0.322373459153677,7.33333333333333,8.33333333333333,3.46666666666667,10.7535734355045
"102038010",43,3,"CENTRAL REGION",2,"Tropic - warm / subhumid","Humid lowland tree crop",5.31180456533934,8.42472607890733,56.6708601411695,55.6024705723553,67.07849524717,63.5699996948242,244.16996234385,300,69,134,53,69,37,300,0,0,0,0,0,0,0,1.22865235805511,4.3002832531929,"0.25MILES",2,"Rural",5.31696367263794,-1.06028354167938,8.4106628649635,"2",1,0,5.49786454978601,0,1,0,264.517459205838,5.57790725745955,0.205917924870187,78.3669307713119,4.37408179247115,0,31.1130493728199,19.1325915272276,0,0,24.3982225749465,31,0.322373459153677,7.33333333333333,8.33333333333333,3.46666666666667,10.7535734355045
"102038010",44,3,"CENTRAL REGION",3,"Tropic - warm / subhumid","Humid lowland tree crop",5.31180456533934,8.42472607890733,56.6708601411695,55.6024705723553,67.07849524717,63.5699996948242,244.16996234385,150,69,103,37,60,37,300,0,0,0,0,0,0,0,0.614326179027557,4.3002832531929,"0.25MILES",2,"Rural",5.31696367263794,-1.06028354167938,8.4106628649635,"2",1,0,5.49786454978601,0,1,0,437.878132469971,6.0819406352916,-0.487229255689758,78.3669307713119,4.37408179247115,0,36.9900018912112,19.1325915272276,0,0,26.6029057957194,31,0.319985507604391,7.33333333333333,8.33333333333333,3.46666666666667,10.8338239835306
"102038014",45,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.53834643143826,8.30460814569589,57.3837841694167,56.1717606028504,65.049461999048,61.1599998474121,183.127471757888,150,68,126,49,65,9,0,0,0,0,0,0,0,0,0.819101572036743,0.819101572036743,"1.5MILES",4,"Rural",5.27072477340698,-1.07568407058716,8.4106628649635,"2",1,0,5.21018247733423,0,1,0,376.021742009529,5.92964696621155,-0.199547183237977,10.9876483054733,2.48387681180963,0,35.1607131439019,6.16964401624557,0,0,14.7285126015902,31,0.385001132356272,7.33333333333333,8.33333333333333,3.46666666666667,9.00430252100841
"102038019",47,3,"CENTRAL REGION",3,"Tropic - warm / subhumid","Humid lowland tree crop",5.51780833787182,8.29365683739248,57.4393628453441,56.2836574271914,71.9527180583262,61.1599998474121,411.833351350964,500,78,126,73,84,48,1750,0,0,0,0,0,12.3550005405289,0,1.21408331394196,2.63051390647888,"1.25MILES",5,"Rural",5.31828880310059,-1.08659446239471,8.4106628649635,"2",1,0,6.02061878051037,1,0,2.51406088319038,297.343679675396,5.69488864042105,0.193989317911826,683.516629800579,6.52871293924797,6.32050212438801,32.4317566267968,42.6240926431038,14.3172967650078,16.4135818181422,37.1802931542932,31,0.110000323530363,6.66666666666667,6.66666666666667,3.46666666666667,31.5150588235294
"102038024",48,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.37046274765338,8.30454522157892,57.0556504432035,55.9194814285591,71.8028309479073,71.9800033569336,488.3399246877,200,79,98,58,72,2,0,0,0,0,0,0,0,0,0.409550786018372,0.614326179027557,"1MILE",3,"Rural",5.2940821647644,-1.06845474243164,8.4106628649635,"2",1,0,6.19101173034596,0,1,0,749.60178439562,6.61954211138512,-0.892694363797922,3.255599497918,1.44823564467858,0,43.818337764401,2.09738648251759,0,0,9.58665683715886,31,0.33000097059109,7.33333333333333,8.33333333333333,3.46666666666667,10.5050196078431
"102038030",49,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.64269897584593,8.7846526147403,56.3605750250594,55.3535579187722,62.4689513713607,70.7799987792969,122.084981171925,150,44,144,79,87,20,150,0,0,0,0,0,0,0,1.22865235805511,1.22865235805511,"200METRES",5,"Rural",5.32284069061279,-1.08079206943512,8.4106628649635,"2",1,0,4.80471736922607,0,1,0,288.120555565743,5.66337898826359,0.205917924870187,138.362978661515,4.93708188673854,0,32.0738615647055,24.3747775563618,0,0,27.9605658206918,31,0.165000485295545,7.33333333333333,8.33333333333333,3.46666666666667,21.0100392156863
"102038033",50,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.39971080868733,8.25657359333925,57.5276801709839,56.2366170462901,71.9527180583262,63.810001373291,488.3399246877,100,29,136,66,71,5,0,0,0,0,0,0,0,1,0.204775393009186,0.204775393009186,"0.5MILE",5,"Rural",5.31383848190308,-1.08373486995697,8.4106628649635,"2",1,0,6.19101173034596,0,1,0,1474.78657255685,7.29626856173274,-1.58584154435787,24.416996234385,3.2354180933341,0,53.2355349249295,10.4679302386737,0,0,23.6064793184549,31,0.110000323530363,7.33333333333333,8.33333333333333,3.46666666666667,31.5150588235294
"102038042",51,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.45521354249667,8.19585321802076,57.2741883759719,56.1870673211905,60.0782664980602,78.7099990844727,274.691207636831,225,64,156,89,75,6,50,0,0,0,0,0,0,0,0.819101572036743,2.66208016872406,"1MILE",3,"Rural",5.29985618591309,-1.08089101314545,8.4106628649635,"2",1,0,5.6156475854424,0,1,0,468.806327700192,6.1501897358257,-0.199547183237977,21.0361809001571,3.09268568887778,0,37.8248337866558,9.56470477018946,0,0,19.0206037798712,31,0.163778259478541,7.33333333333333,8.33333333333333,3.46666666666667,21.1668305531168
"102038042",52,3,"CENTRAL REGION",2,"Tropic - warm / subhumid","Humid lowland tree crop",5.45521354249667,8.19585321802076,57.2741883759719,56.1870673211905,60.0782664980602,78.7099990844727,152.606226464906,62.5,42,145,56,48,6,50,0,0,0,0,0,0,0,0.409550786018372,2.66208016872406,"1MILE",3,"Rural",5.29985618591309,-1.08089101314545,8.4106628649635,"2",1,0,5.02786092054028,0,1,0,710.534590420604,6.56601763096941,-0.892694363797922,21.0361809001571,3.09268568887778,0,43.1125875302012,9.56470477018946,0,0,20.3066287602183,31,0.158400465883723,7.33333333333333,8.33333333333333,3.46666666666667,21.8854575163399
"102038059",53,3,"CENTRAL REGION",4,"Tropic - warm / subhumid","Humid lowland tree crop",5.58859031885646,8.52661876018202,56.8615753679089,55.7646672883968,79.3147500916879,73.9000015258789,366.254943515775,150,71,183,77,55,6,70,0,0,0,0,0,0,0,0.409550786018372,5.32416033744812,"1MILE",2,"Rural",5.30987167358398,-1.06939136981964,8.4106628649635,"2",1,0,5.90332965789418,0,1,0,942.496054647261,6.84853173326275,-0.892694363797922,14.2745513251066,2.72618813147448,0,46.9023869015069,7.43210172819232,0,0,18.6703859292473,31,0.33000097059109,7.33333333333333,8.33333333333333,3.46666666666667,10.5050196078431
"102038059",54,3,"CENTRAL REGION",5,"Tropic - warm / subhumid","Humid lowland tree crop",5.58859031885646,8.52661876018202,56.8615753679089,55.7646672883968,79.3147500916879,73.9000015258789,284.864956067825,175,59,190,76,54,6,70,0,0,0,0,0,0,0,0.614326179027557,5.32416033744812,"1MILE",2,"Rural",5.30987167358398,-1.06939136981964,8.4106628649635,"2",1,0,5.65201522961327,0,1,0,616.936104855461,6.42476546077218,-0.487229255689758,14.2745513251066,2.72618813147448,0,41.2776112259312,7.43210172819232,0,0,17.5151193466643,31,0.33000097059109,7.33333333333333,8.33333333333333,3.46666666666667,10.5050196078431
"102038064",55,3,"CENTRAL REGION",2,"Tropic - warm / subhumid","Humid lowland tree crop",5.37046274765338,8.30454522157892,57.0556504432035,55.9194814285591,70.9846392208854,66.4499969482422,162.7799748959,200,122,230,130,100,7,0,0,0,0,0,0,0,0,1.22865235805511,2.04775393009186,"1MILE",2,"Rural",5.29410934448242,-1.07541143894196,8.4106628649635,"2",1,0,5.09239944167785,0,1,0,473.689726947069,6.16055252286125,0.205917924870187,3.4183794728139,1.48577299375255,0,37.9524073869321,2.2075213889644,0,0,9.15318256506136,31,0.165000485295545,7.33333333333333,8.33333333333333,3.46666666666667,21.0100392156863
"102038065",56,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.56407872455598,8.25506763079665,57.9703376069621,56.685403965019,70.0085798406371,68.6100006103516,537.173885885078,550,71,204,98,73,16,60,0,0,0,0,0,0,0,1.02387702465057,1.84297859668732,"0.25MILE",5,"Rural",5.30442190170288,-1.09811580181122,8.4106628649635,"2",1,0,6.28632185193563,0,1,0,435.599187463172,6.07672252572918,0.0235964262908865,41.2375923066101,3.74331063745643,0,36.9265566547044,14.0123745284945,0,0,22.7470600714331,31,0.33000097059109,7.33333333333333,8.33333333333333,3.46666666666667,10.5050196078431
"102039005",57,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Artisanal fishing",5.45012074816707,8.60654476638103,54.2138761927374,53.4258951861585,60.9523314051483,15.0200004577637,427.297434101738,350,25,111,44,72,7,0,0,0,0,0,0,6.86728019092078,0,0.819101572036743,0.819101572036743,"0.2KM",2,"Rural",5.26749563217163,-0.911081850528717,8.4106628649635,"1",0,0,6.05748033772144,1,0,1.92676813132846,307.654152553251,5.7289762707494,-0.199547183237977,8.54594868203475,2.25611684270866,3.71243543190297,32.8211691108097,5.09006320795369,11.0384089036169,4.34701403308443,12.925239855916,31,0.220000647060727,8.95872392156863,9.77777777777778,3.46666666666667,15.7575294117647
"102039041",58,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Artisanal fishing",5.45012074816707,8.60654476638103,54.2138761927374,53.4258951861585,60.9523314051483,14.0600004196167,244.16996234385,300,95,206,153,106,40,60,0,1,0,0,0,0,1,1.22865235805511,2.04775393009186,"1KM",5,"Rural",5.26715707778931,-0.910010874271393,8.4106628649635,"1",0,0,5.49786454978601,0,1,0,455.78392970852,6.12201885885901,0.205917924870187,48.83399246877,3.90869733087322,0,37.4791149082253,15.2779148243754,0,0,23.9291187731777,31,0.220000647060727,7.33333333333333,8.33333333333333,3.46666666666667,15.7575294117647
"102039043",59,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Artisanal fishing",6.14430065872408,10.3942794012192,54.3999919347262,53.8731871767003,52.4844593306908,15.2600002288818,366.254943515775,150,55,132,81,53,91,0,0,0,0,0,0,0,1,0.409550786018372,0.819101572036743,"0.5KM",2,"Rural",5.25629472732544,-0.895466566085815,8.4106628649635,"1",0,0,5.90332965789418,0,1,0,783.785579123759,6.66413548692794,-0.892694363797922,111.097332866452,4.71936753734593,0,44.4107017881323,22.2724299525546,0,0,31.4505046814827,31,0.275000808825908,7.33333333333333,8.33333333333333,3.46666666666667,12.6060235294118
"102039043",60,3,"CENTRAL REGION",2,"Tropic - warm / subhumid","Artisanal fishing",6.14430065872408,10.3942794012192,54.3999919347262,53.8731871767003,52.4844593306908,15.2600002288818,244.16996234385,100,56,133,62,54,91,0,0,0,0,0,0,0,1,0.409550786018372,0.819101572036743,"0.5KM",3,"Rural",5.25629472732544,-0.895466566085815,8.4106628649635,"1",0,0,5.49786454978601,0,1,0,744.718385148743,6.61300614040533,-0.892694363797922,111.097332866452,4.71936753734593,0,43.7318502130387,22.2724299525546,0,0,31.2092065032983,31,0.275000808825908,7.33333333333333,8.33333333333333,3.46666666666667,12.6060235294118
"102039049",61,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Artisanal fishing",4.81603473098676,7.83813000192504,55.6052397338738,54.7352870960661,49.7105434468485,23.1900005340576,122.084981171925,75,34,220,95,79,34,0,0,0,0,0,0,0,0,0.614326179027557,0.819101572036743,"0.8KM",1,"Rural",5.26500940322876,-0.89508992433548,8.4106628649635,"2",0,1,4.80471736922607,0,1,0,696.698292554452,6.54635245127155,-0.487229255689758,41.5088935984545,3.74971331517842,0,42.8547304162691,14.0603499460263,0,0,24.5469449523838,31,0.271334131374896,7.33333333333333,8.33333333333333,3.46666666666667,12.7763751987281
"102039050",62,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Artisanal fishing",4.96611317957953,8.08923443548139,54.6476074088708,53.8361613653019,58.6323167135463,22.7099990844727,81.38998744795,200,103,322,134,93,39,0,0,0,0,0,0,0,0,2.45730471611023,4.09550786018372,"1.5KM",2,"Rural",5.29067420959473,-0.898144721984863,8.4106628649635,"1",0,0,4.3992522611179,0,1,0,265.331359080317,5.58097945649652,0.899065105430133,9.52262853141015,2.35352803649986,0,31.1473316938362,5.53909421859087,0,0,13.1349916219943,31,0.440001294121453,7.33333333333333,8.33333333333333,3.46666666666667,7.87876470588235
"102039057",63,3,"CENTRAL REGION",3,"Tropic - warm / subhumid","Humid lowland tree crop",5.71093682948888,9.10433601542329,54.6886918206809,54.0176158725966,60.9523314051483,14.539999961853,494.200021621157,600,91,208,111,79,108,2120,0,0,0,0,0,0,0,1.21408331394196,1.82355317473412,"1KM",2,"Rural",5.2668342590332,-0.916806638240814,8.4106628649635,"1",0,0,6.20294033730432,0,1,0,402.773017621243,5.99837317156305,0.193989317911826,1221.79053008688,7.10889084553697,0,35.9804807053273,50.5363290537593,0,0,42.6417801274391,31,0.440001294121453,7.33333333333333,8.33333333333333,3.46666666666667,7.87876470588235
"102039062",64,3,"CENTRAL REGION",1,"Tropic - warm / subhumid","Humid lowland tree crop",5.57296561175567,8.86953461895213,54.630634907927,53.7376153739165,55.2112542247032,15.7399997711182,366.254943515775,300,26,180,83,68,19,0,0,0,0,0,0,0,0,0.819101572036743,0.819101572036743,"2KM",2,"Rural",5.27270650863647,-0.919884979724884,8.4106628649635,"1",0,0,5.90332965789418,0,1,0,435.843382783772,6.07728296501762,-0.199547183237977,23.1961464226658,3.18619338174999,0,36.9333682368933,10.1518282659074,0,0,19.3633987621611,31,0.476668068631574,7.33333333333333,8.33333333333333,3.46666666666667,7.27270588235294
